user,movie,pred_rate
 8,66371,3.738430609
 8,134170,3.738160898
 8,8656,3.737098523
 8,69134,3.737025904
 8,86320,3.736391008
 8,168250,3.73624431
 8,26131,3.736094305
 8,6063,3.734413933
 8,3089,3.734027885
 8,3266,3.73351975
 8,134214,3.732662472
 9,1704,3.658494388
 9,1961,3.645412067
 9,1682,3.6425691
 9,4226,3.640858617
 9,3996,3.639759426
 9,4027,3.632754756
 9,1246,3.630627528
 9,2324,3.630037553
 9,2329,3.628300326
 9,3949,3.628120031
 9,3147,3.627291522
 9,7361,3.627154209
 9,1721,3.625589704
 9,4973,3.621416407
 9,5618,3.617088725
 9,6870,3.615233371
 9,5669,3.614499137
 9,4995,3.612256352
 9,4878,3.611980034
 9,4306,3.608327961
 9,4223,3.607913748
 9,1203,3.607724973
 9,2959,3.607564949
 9,6874,3.607504244
 9,7438,3.607212461
 9,4022,3.607109842
 9,48516,3.602647794
 9,6016,3.602446534
 9,1207,3.600438635
 9,1619,3.59863205
 9,4034,3.59862243
 9,2692,3.59751709
 9,48394,3.597513275
 9,778,3.596978394
 9,30749,3.596823166
 9,1193,3.59661099
 9,7153,3.596183476
 9,31658,3.595671059
 9,431,3.594731856
 9,6350,3.591236005
 9,2858,3.591190523
 9,2291,3.590001973
 9,8873,3.589499692
 9,4963,3.589417231
 9,3000,3.589013088
 9,1258,3.588599935
 9,1835,3.588496948
 9,7147,3.588474667
 9,6377,3.588267062
 9,5995,3.587770574
 10,4141,3.344831302
 10,33677,3.3444185
 10,5941,3.344012183
 10,48520,3.34373654
 10,33495,3.343729151
 10,43917,3.343724791
 10,42728,3.343601375
 10,49910,3.34346683
 10,51575,3.343405595
 10,5480,3.34331493
 10,7379,3.343302131
 10,58839,3.343297105
 10,34334,3.343248574
 10,27837,3.343202019
 10,4900,3.343119297
 10,4721,3.342909748
 10,52712,3.342605515
 10,8362,3.342410206
 10,5108,3.342333496
 10,48161,3.34228667
 10,58876,3.342089432
 10,5524,3.341954597
 10,2888,3.341895371
 10,49793,3.341856444
 10,31225,3.341811397
 10,7161,3.34170046
 10,8836,3.341689625
 10,33672,3.341621534
 10,40339,3.341583407
 10,56379,3.341535683
 10,43556,3.34148065
 10,66665,3.341467893
 10,6374,3.34146351
 10,47122,3.341401419
 10,7257,3.341333344
 10,55768,3.34120854
 10,37739,3.340994489
 10,4248,3.340885196
 10,49824,3.340883957
 10,5296,3.340856222
 10,44840,3.340834146
 10,8908,3.340827394
 10,55267,3.340813657
 10,5159,3.340774949
 10,4649,3.340699666
 10,41573,3.340346181
 10,4265,3.340335582
 10,50158,3.340240046
 10,5563,3.340231081
 10,5106,3.340167575
 11,8033,4.157625322
 11,665,4.15701892
 11,2931,4.151110364
 11,6433,4.150735898
 11,2843,4.147409248
 11,9010,4.147176234
 11,27266,4.145531794
 11,40955,4.143205273
 11,7396,4.134742824
 11,30803,4.13452826
 11,8014,4.13230337
 11,170705,4.127208559
 11,3307,4.126002183
 11,55442,4.12495215
 11,31410,4.123866895
 11,8724,4.121867722
 11,48997,4.119960741
 11,935,4.119395684
 11,6777,4.117112226
 11,27803,4.11527104
 11,7327,4.115126635
 11,27186,4.11494969
 11,3822,4.114393678
 11,44555,4.113692301
 11,8748,4.112472242
 11,3569,4.112472242
 11,7256,4.110620136
 11,27834,4.108569139
 11,48744,4.103917287
 11,8973,4.103887036
 11,5608,4.1035811
 11,7156,4.103484069
 11,1281,4.102704828
 11,6985,4.101569231
 11,6869,4.099382683
 11,5613,4.099341221
 11,8254,4.099213621
 11,6350,4.099096181
 11,3306,4.095968614
 11,48638,4.095966733
 11,50842,4.094619936
 11,7486,4.093724297
 11,4383,4.093474891
 11,27741,4.093404483
 11,27815,4.092595067
 11,34437,4.088588653
 11,3310,4.088541311
 11,3553,4.087195419
 11,5319,4.086819177
 11,55069,4.085680886
 12,95654,4.586828613
 12,118888,4.585872842
 12,64034,4.577791247
 12,26903,4.577569315
 12,159817,4.576464925
 12,171011,4.576235551
 12,63062,4.575227442
 12,67788,4.574591711
 12,2495,4.57400399
 12,6763,4.573947244
 12,117533,4.573817796
 12,120478,4.573217463
 12,26340,4.572931782
 12,100553,4.572826046
 12,69529,4.571386536
 12,100383,4.570431432
 12,1111,4.570264736
 12,101962,4.570136637
 12,177593,4.56996871
 12,99149,4.569880407
 12,85736,4.568987779
 12,60950,4.568429036
 12,69644,4.568417695
 12,89774,4.5679914
 12,99145,4.567123209
 12,42191,4.566052906
 12,58425,4.565727421
 12,117881,4.565240094
 12,64716,4.564941292
 12,32657,4.564449003
 12,137337,4.564026585
 12,127052,4.563835241
 12,90647,4.56320234
 12,71033,4.562452904
 12,26183,4.56203877
 12,96020,4.561698561
 12,65261,4.561036068
 12,150548,4.560914074
 12,133712,4.560299556
 12,83132,4.558648201
 12,51037,4.558357364
 12,62439,4.558217798
 12,112006,4.558196647
 12,26184,4.557457361
 12,3553,4.557100306
 12,107141,4.556539403
 12,25771,4.556031666
 12,163645,4.555936033
 12,65216,4.555627405
 12,73023,4.555370378
 13,73323,3.897358104
 13,79553,3.893614828
 13,74545,3.893053023
 13,74510,3.891021539
 13,71379,3.886833052
 13,7001,3.886244295
 13,140956,3.885124973
 13,90439,3.884618941
 13,187593,3.884276367
 13,71135,3.879819132
 13,8340,3.878807363
 13,136864,3.878569535
 13,31364,3.877885314
 13,101362,3.877493185
 13,90345,3.877298363
 13,56801,3.876181968
 13,152077,3.874809153
 13,1892,3.874289354
 13,112171,3.873227397
 13,122912,3.872216317
 13,112515,3.871870212
 13,58301,3.871663427
 13,103339,3.871242271
 13,96811,3.871163812
 13,179401,3.871098889
 13,175303,3.870670181
 13,105585,3.870566325
 13,113573,3.869676678
 13,168266,3.869588016
 13,91485,3.869441671
 13,86298,3.869370166
 13,99813,3.868387622
 13,82667,3.867634594
 13,62336,3.867610268
 13,103253,3.865711999
 13,65514,3.865359603
 13,6808,3.864872518
 13,135133,3.86425625
 13,56156,3.863897819
 13,148671,3.86331836
 13,168250,3.862752174
 13,81417,3.862676588
 13,40148,3.862561346
 13,1241,3.862511488
 13,144976,3.862377035
 13,103688,3.862147238
 13,1979,3.862136793
 13,89840,3.862114352
 13,105197,3.861540402
 13,91535,3.861059088
 14,7115,3.618918085
 14,6063,3.599349728
 14,7587,3.596401786
 14,2925,3.596176396
 14,6666,3.590729058
 14,26578,3.590574567
 14,4439,3.589930677
 14,2131,3.589028431
 14,1809,3.587199982
 14,3415,3.585365916
 14,7327,3.584453127
 14,2677,3.583902536
 14,2351,3.583630973
 14,7063,3.582953131
 14,5628,3.582565912
 14,4552,3.58067136
 14,1289,3.580638244
 14,7008,3.580630472
 14,4392,3.579522701
 14,4708,3.578983903
 14,3224,3.577222588
 14,3089,3.576710185
 14,3553,3.575683522
 14,123,3.575035119
 14,7206,3.574894489
 14,8195,3.574515342
 14,1273,3.57441683
 14,2789,3.573291902
 14,3728,3.573106526
 14,1419,3.573067899
 14,8033,3.572186635
 14,1844,3.571530637
 14,7209,3.571417676
 14,8270,3.571002715
 14,4289,3.570759707
 14,4529,3.570540209
 14,2360,3.57049253
 14,2593,3.570249058
 14,1260,3.570048114
 14,2859,3.569724833
 14,3627,3.56935375
 14,3655,3.569312921
 14,6885,3.56898476
 14,714,3.56890729
 14,506,3.568853381
 14,6270,3.567814694
 14,6433,3.567669801
 14,2708,3.567597108
 14,2283,3.567451914
 14,4628,3.567405581
 15,1184,3.619296495
 15,1295,3.615743932
 15,3649,3.61390193
 15,800,3.613834307
 15,2926,3.613818739
 15,1414,3.613381507
 15,2827,3.611666364
 15,2073,3.610721677
 15,1301,3.610578488
 15,627,3.61011195
 15,194,3.609686258
 15,2303,3.609399268
 15,3167,3.608618842
 15,3153,3.608608284
 15,326,3.608584716
 15,3035,3.608038736
 15,1280,3.607210637
 15,3426,3.607069854
 15,2917,3.606703605
 15,334,3.606403244
 15,4178,3.606373325
 15,2682,3.606005822
 15,1131,3.605433379
 15,3473,3.605072241
 15,1948,3.604680067
 15,2752,3.604472013
 15,1964,3.603802188
 15,1956,3.603400415
 15,3814,3.603083448
 15,2065,3.60285421
 15,1176,3.602814906
 15,4605,3.602380827
 15,3811,3.602357271
 15,1633,3.602238556
 15,1264,3.602059124
 15,1596,3.601881255
 15,2202,3.601844543
 15,4037,3.600846863
 15,3185,3.600815457
 15,1927,3.600269489
 15,1179,3.600235378
 15,1406,3.600202297
 15,1533,3.600202297
 15,3046,3.600202297
 15,1056,3.599821907
 15,2731,3.599756701
 15,4424,3.599670579
 15,2290,3.599540629
 15,190,3.599429173
 15,2359,3.599360975
 16,163645,3.779405028
 16,177593,3.778402885
 16,58425,3.777280657
 16,170705,3.776634141
 16,96488,3.776531785
 16,7460,3.776341098
 16,55280,3.774909243
 16,52952,3.774811287
 16,3553,3.774392767
 16,95654,3.774384605
 16,32898,3.774297938
 16,67997,3.77423612
 16,48082,3.772835439
 16,4794,3.772238081
 16,55276,3.771523273
 16,150548,3.771379893
 16,60766,3.771019988
 16,174055,3.770760833
 16,2495,3.770668562
 16,112290,3.770457071
 16,32657,3.770320874
 16,55247,3.77020581
 16,45730,3.77015935
 16,9010,3.769938655
 16,159817,3.769842595
 16,69644,3.76982852
 16,60950,3.769584846
 16,55363,3.769468269
 16,120478,3.769446703
 16,2931,3.769402919
 16,71899,3.769353929
 16,105844,3.769296384
 16,8033,3.769228621
 16,71033,3.769146458
 16,665,3.769119377
 16,171011,3.769044409
 16,89864,3.768911013
 16,59387,3.768813549
 16,85774,3.768705091
 16,6063,3.768670219
 16,106100,3.768443447
 16,7115,3.768305387
 16,6301,3.768257199
 16,64620,3.768245142
 16,85736,3.768185475
 16,86320,3.768054488
 16,63876,3.768042525
 16,37731,3.767980726
 16,67255,3.767979419
 16,69529,3.767915721
 17,8977,4.290411778
 17,58105,4.287121882
 17,109846,4.284024412
 17,63853,4.282344673
 17,7155,4.281336087
 17,26444,4.280361322
 17,26614,4.280334013
 17,26528,4.280323708
 17,33779,4.280132708
 17,71462,4.280103476
 17,97866,4.279919547
 17,1046,4.279599176
 17,45668,4.278518732
 17,177765,4.278234983
 17,74530,4.278132835
 17,101765,4.278126854
 17,27416,4.277976094
 17,65685,4.277649781
 17,33145,4.277572859
 17,38798,4.277335994
 17,7294,4.277245754
 17,170697,4.277233204
 17,26606,4.277138831
 17,142115,4.276890544
 17,53956,4.276816367
 17,26471,4.27664587
 17,8982,4.276513015
 17,88448,4.27616958
 17,94810,4.27616958
 17,45503,4.276166235
 17,94015,4.27611447
 17,85885,4.275795072
 17,213,4.275761788
 17,135532,4.275742317
 17,104303,4.275567502
 17,76173,4.275499131
 17,135436,4.275456504
 17,27368,4.275047147
 17,62344,4.275042074
 17,84189,4.274941607
 17,58303,4.274882588
 17,33893,4.274829691
 17,104272,4.274574567
 17,73290,4.274482133
 17,172591,4.274459821
 17,27370,4.274444294
 17,72554,4.274444294
 17,109971,4.274444294
 17,581,4.274271722
 17,72407,4.274094825
 18,2708,3.901768921
 18,461,3.901283905
 18,4741,3.901139621
 18,2859,3.900316158
 18,2593,3.899911688
 18,3655,3.899523654
 18,2283,3.898789393
 18,506,3.898702397
 18,4628,3.898405067
 18,1176,3.898238687
 18,4424,3.897852937
 18,2677,3.897601779
 18,4428,3.897451384
 18,6666,3.897251111
 18,4529,3.897088166
 18,2239,3.897060086
 18,2732,3.896851983
 18,3626,3.896002602
 18,2789,3.895902175
 18,3470,3.895748224
 18,4690,3.89527333
 18,1612,3.895075191
 18,1280,3.894661803
 18,3224,3.894625462
 18,645,3.894368619
 18,7008,3.894321435
 18,3426,3.89429742
 18,627,3.893612342
 18,2351,3.893568375
 18,4439,3.893373172
 18,2131,3.893311643
 18,1927,3.893086563
 18,47261,3.893084345
 18,8195,3.892989983
 18,1948,3.8928548
 18,4289,3.892678606
 18,4146,3.892574455
 18,5637,3.892522383
 18,1809,3.892480265
 18,1844,3.891801194
 18,1949,3.891487155
 18,1365,3.891431781
 18,6987,3.891344462
 18,8270,3.891248443
 18,6885,3.891204268
 18,3067,3.891165198
 18,26258,3.890581512
 18,1571,3.89048546
 18,4552,3.890384296
 18,1554,3.890342458
 19,4027,2.783441082
 19,1619,2.779442043
 19,2692,2.779297814
 19,6016,2.778591393
 19,3996,2.778194519
 19,4848,2.777744901
 19,3949,2.776466947
 19,6870,2.77640023
 19,7099,2.772561948
 19,4034,2.772320972
 19,5669,2.772224682
 19,1207,2.772091021
 19,1247,2.770715641
 19,4226,2.769612593
 19,5618,2.769434014
 19,2712,2.769279203
 19,4973,2.768840106
 19,34437,2.767544074
 19,4223,2.767311388
 19,3462,2.767263458
 19,1466,2.766920485
 19,4878,2.765264077
 19,6350,2.765221562
 19,1203,2.764718567
 19,4979,2.764671318
 19,5690,2.764148888
 19,3000,2.763422069
 19,2324,2.762293458
 19,1704,2.761989235
 19,5617,2.761502955
 19,1961,2.760119466
 19,1175,2.760042639
 19,778,2.759685749
 19,1206,2.758895975
 19,1281,2.757790808
 19,1230,2.757044813
 19,44555,2.75694322
 19,750,2.7568817
 19,912,2.756406991
 19,431,2.756254385
 19,2019,2.755984808
 19,4239,2.755106491
 19,3160,2.754507844
 19,1682,2.754046857
 19,7361,2.753955057
 19,922,2.753609801
 19,6440,2.752989506
 19,2291,2.75177458
 19,1246,2.75154132
 19,5225,2.751274943
 20,2739,3.851157029
 20,1734,3.847686047
 20,1949,3.846550813
 20,58,3.844470153
 20,1305,3.841713334
 20,3470,3.840088747
 20,2357,3.838066871
 20,2732,3.837704228
 20,2239,3.837315409
 20,5187,3.835886205
 20,365,3.83501928
 20,2333,3.835018986
 20,5008,3.834549627
 20,3067,3.83401049
 20,1446,3.83370163
 20,1365,3.833492177
 20,306,3.832380712
 20,4741,3.832349398
 20,1280,3.831997601
 20,1306,3.831336926
 20,446,3.830865607
 20,4727,3.830857087
 20,2670,3.829779641
 20,68,3.829746799
 20,1296,3.829408557
 20,154,3.828347404
 20,1554,3.827748338
 20,3302,3.827423631
 20,3528,3.827400182
 20,1571,3.827047751
 20,2112,3.826450037
 20,5319,3.825522926
 20,2708,3.825515602
 20,6684,3.824900864
 20,7089,3.824900864
 20,2593,3.824741346
 20,4529,3.823457162
 20,4146,3.823099792
 20,8973,3.823037146
 20,4381,3.822776456
 20,246,3.822319306
 20,6786,3.822312844
 20,4628,3.822271238
 20,1844,3.821750951
 20,232,3.821449746
 20,5747,3.820866287
 20,2764,3.820827458
 20,7018,3.820660421
 20,31923,3.820382665
 20,2859,3.820369516
 21,4901,3.382125545
 21,4370,3.381781937
 21,3081,3.381207693
 21,3052,3.381149043
 21,4874,3.380507206
 21,3745,3.379114301
 21,5464,3.378553653
 21,2294,3.37846525
 21,2005,3.378308454
 21,3977,3.377980213
 21,1517,3.377913658
 21,2078,3.377761012
 21,4571,3.37707466
 21,6947,3.376051489
 21,2657,3.375780115
 21,4776,3.375024691
 21,2761,3.37498212
 21,1485,3.37475666
 21,3751,3.373505409
 21,18,3.371947553
 21,3994,3.371600723
 21,6323,3.371536308
 21,919,3.371300448
 21,2081,3.371130208
 21,4734,3.371049374
 21,6796,3.370740644
 21,2797,3.370652411
 21,30810,3.370340234
 21,3510,3.36995772
 21,5502,3.36976088
 21,1032,3.369730588
 21,3499,3.36955332
 21,4975,3.369458102
 21,2987,3.369210572
 21,8784,3.369187603
 21,6242,3.369134136
 21,2502,3.368563334
 21,1923,3.368523324
 21,5630,3.368481027
 21,2124,3.368405446
 21,3033,3.36835593
 21,2804,3.368241207
 21,3034,3.367725324
 21,3301,3.36759685
 21,6378,3.367508191
 21,1408,3.367190108
 21,3755,3.366910163
 21,3798,3.366727734
 21,3863,3.366512657
 21,2231,3.366449831
 22,3392,2.991765582
 22,611,2.98626352
 22,3506,2.984355704
 22,426,2.979679745
 22,164,2.977332303
 22,4042,2.977284683
 22,3557,2.964362395
 22,2504,2.963318749
 22,580,2.96279795
 22,1975,2.947064807
 22,1346,2.946731141
 22,1919,2.944847053
 22,2497,2.944310446
 22,2057,2.938533141
 22,3685,2.935888839
 22,3395,2.935778663
 22,2122,2.934906439
 22,2043,2.929806333
 22,3063,2.924979266
 22,3500,2.923298762
 22,2639,2.921467252
 22,2475,2.921064353
 22,3985,2.920736311
 22,1395,2.920334674
 22,3074,2.91966967
 22,2136,2.919478115
 22,3519,2.919374066
 22,1518,2.918797536
 22,1497,2.917141767
 22,1971,2.916894427
 22,3153,2.915950153
 22,3706,2.915102156
 22,3769,2.912354746
 22,81,2.911971294
 22,2135,2.908394875
 22,3584,2.906537881
 22,707,2.905288011
 22,1397,2.904608092
 22,2344,2.904424474
 22,187,2.904086001
 22,674,2.902734492
 22,2151,2.899621448
 22,85,2.897554051
 22,3846,2.897079243
 22,1976,2.896787235
 22,436,2.896737931
 22,2827,2.895470854
 22,2956,2.894701877
 22,1733,2.893735679
 22,5497,2.892269112
 23,27563,3.697511734
 23,49932,3.697414417
 23,8838,3.697137759
 23,60333,3.696745653
 23,52644,3.696382331
 23,6978,3.696253428
 23,3266,3.696138882
 23,70728,3.695636436
 23,82667,3.69505279
 23,62250,3.694772423
 23,5772,3.694666078
 23,112515,3.694430913
 23,7001,3.694194799
 23,2810,3.694075472
 23,61236,3.69387049
 23,71135,3.693803102
 23,65982,3.693606708
 23,31364,3.693559128
 23,27592,3.693383548
 23,142448,3.693360558
 23,7419,3.693280575
 23,3943,3.693272068
 23,27397,3.693223857
 23,103688,3.693201086
 23,58301,3.693168104
 23,8340,3.69313427
 23,1202,3.693124663
 23,168250,3.692993199
 23,42632,3.692863448
 23,64993,3.692793504
 23,90600,3.692580835
 23,8253,3.692513173
 23,81132,3.692442678
 23,144976,3.692344401
 23,101088,3.692156349
 23,1241,3.692135777
 23,4794,3.692076876
 23,407,3.692068125
 23,54372,3.692017367
 23,7206,3.6920111
 23,5909,3.691956319
 23,85788,3.691795391
 23,4725,3.691719936
 23,1128,3.691717405
 23,6818,3.69157521
 23,40412,3.691557364
 23,52319,3.691529756
 23,80831,3.691520888
 23,103075,3.691464184
 23,134214,3.691447227
 24,5570,3.739748287
 24,1131,3.736697417
 24,1132,3.736616421
 24,2618,3.734658128
 24,501,3.733893452
 24,6975,3.733849599
 24,1361,3.733836482
 24,2696,3.733764339
 24,6987,3.733365396
 24,678,3.733223236
 24,2739,3.732763522
 24,1123,3.732315512
 24,4406,3.731753427
 24,2330,3.731628633
 24,2905,3.731356194
 24,1860,3.731187902
 24,1306,3.731059416
 24,6989,3.730779556
 24,1483,3.730672812
 24,4273,3.730546267
